 Cosine  Similarity   Term  1   Term  2 
0.53787106676397456 pharynx pharyngectomy
0.67832933840214582 tongue glossectomy
0.76129511638780545 appendix appendectomy
0.63315927538152361 duodenum duodenectomy
0.46334170885123138 thymus thymectomy
0.57734112319017827 stomach gastrectomy
0.69506303075320541 hypophysis hypophysectomy
0.67860410386348891 liver hepatectomy
0.58052204533849827 spleen splenectomy
0.43849895117458115 gonads orchiectomy
0.71271807019072875 esophagus esophagectomy
0.73541641145501357 penis penectomy
0.63377605185475139 lung pneumonectomy
0.72235263055721333 gallbladder cholecystectomy
0.76875677976853807 breasts mastectomy
0.71424010803023164 pancreas pancreatectomy
0.74278567434181086 thyroid thyroidectomy
0.62249609655363947 colon colectomy
0.809966386421619 mastoid mastoidectomy
0.65879582617112642 uterus hysterectomy
0.62218685695025211 kidney nephrectomy
0.70438472277312758 maxilla maxillectomy
0.68266011449381769 bladder cystectomy
0.77382351427313745 prostate prostatectomy
0.79072187025253837 adenoids adenoidectomy
0.74961716787525368 larynx laryngectomy
0.6563390758089227 pericardium pericardiectomy
0.56121041266204919 ovaries oophorectomy
0.72265090265642717 mandible mandibulectomy
0.64831054642361952 tonsil tonsillectomy
