 Cosine  Similarity   Term  1   Term  2 
0.17226207801410237 thrombocytopenia sciatica
0.17317851070768062 allergy meningism
0.27069436104931438 hepatitis hematemesis
0.50547546400439602 ketonuria insulin
0.56504055464698011 rales cyanosis
0.47766060433312263 methadone ultram
0.4858463400751773 schistosomiasis parasitemia
0.39612161401029838 cirrhosis anemia
0.36138584610122232 anosmia aphonia
0.44452565370976616 cluttering mannerism
0.12957045077312707 peritonitis grimaces
0.32703305590200743 ketonuria starvation
0.54322282575656955 agranulocytosis myelosuppression
0.37528700064964926 hypothyroidism tiredness
0.47717858127527435 adenitis stridor
0.77535326956730899 rhonchi rales
0.24091679792299511 anoxia ataxia
0.090836742308118876 cardiomyopathy tylenol
0.14375850569637469 dyspnea penicillin
0.38621817255002561 nitroglycerine morphine
0.28087372976280423 hemochromatosis arthritis
0.19157867862476308 dysentery dizziness
0.50705523732268754 photopsia headache
0.26358250569155317 urolithiasis amyloidosis
0.58347375890928055 pain morphine
0.38821377276522384 cataracts epilepsy
0.32209531426676596 allergy bacitracin
0.19312042355981901 mycosis pain
0.2305919217928786 cataracts wheezing
0.5266924976111137 thirsty hunger
0.40179332735241652 atenolol lasix
0.34589707552331816 ataxia constipation
0.62945995389054477 lipitor zocor
0.18906815314172859 flushing iron
0.31161694711587884 thrombocytopenia heartburn
0.73182896762612593 hemicrania headache
0.52943696232772919 fibrillation angina
0.39208473422336088 hyperacusis aphonia
0.38901813929533136 diabetes polydipsia
0.22958411829838296 pancreatitis cataract
0.22235767346314103 allergy torticollis
0.31120119618970699 anoxia seizures
0.62456311308583579 psoriasis arthritis
0.51986238381682781 esmolol amiodarone
0.51508045023485061 cardiomyopathy angina
0.13564277422817272 psoriasis meningism
0.32067169300394865 dementias psoriasis
0.14618758956345021 atherosclerosis influenzae
0.35522475616664129 pancreatitis insulin
0.27957973279338094 dyslipidemia iron
0.068102091930193481 anosmia catch
0.49458767669038761 epilepsy phenobarbital
0.24800311704338598 arthralgia tylenol
0.31392757958500772 hemochromatosis arthralgia
0.22864141543622662 nystagmus incontinence
0.29179520893649341 heartburn motrin
0.12198426493125533 hyperextension bacitracin
0.55270044219724956 flumazenil valium
0.57809793696196488 polyuria ketonuria
0.52256698054037198 thalassemia iron
0.67038794459032802 anemia reticulocytosis
0.23409254551744774 goiter scleroderma
0.075910232535294955 giardiasis mannerism
0.39346928506526396 flatulence halitosis
0.59150064610490483 convulsion epilepsy
0.30894481032798804 hyperthyroidism seizures
0.24625925706441987 hernia goiter
0.48350182300276584 psoriasis atherosclerosis
0.31396148228847764 headache tylenol
0.21534839180958856 uremia nausea
0.1541949373787509 dextran amphetamine
0.33063129728014801 cardiomyopathy rales
0.59284636623160625 dyspnea cyanosis
0.58417697089407272 appendicitis peritonitis
0.26054644229830026 neuropathy insulin
0.60045065576534651 paresis paraparesis
0.14790703690533807 rheumatism sluggishness
0.53607607106975108 bandemia meningism
0.20046055726128656 hyperacusis bleomycin
0.73531833403421432 dyslipidemia atherosclerosis
0.35113175036077432 pneumonia cyanosis
0.38594843418605479 gastroenteritis seizures
0.55717852169102733 lipitor lovastatin
0.41720155038041695 thromboembolism syncope
0.30322054658774167 deafness blepharospasm
0.44453064059858993 overeating malnutrition
0.2101367543165204 earache crowning
0.23810542609396876 rales hyperacusis
0.32737460831964321 dehydration dysentery
0.23819544663806619 angina activase
0.38574413346820902 thromboembolism dyspnea
0.26575101712062077 convulsion ethanol
0.18594953607058839 tuberculosis pallor
0.43602800155289517 obesity snoring
0.10205328822083061 calamine bleomycin
0.85164169616781671 carboplatin cisplatin
0.48845965154258492 hyperoxia anoxia
0.20664894972184805 tiredness calan
0.30500563776497802 diabetes prednisolone
0.52169521337460767 anovulation mittelschmerz
0.32021751230109347 dehydration starvation
0.1139260042936124 haldol bacitracin
0.19150327598554248 torticollis erythromycin
0.5047124435994238 exophthalmos hyperthyroidism
0.20756533590507162 atherosclerosis heartburn
0.78551451548940454 dizziness vertigo
0.10360011878048607 ataxia ethanol
0.47275919198824956 clonus spasm
0.43740808573371964 diabetes psoriasis
0.23655938247768385 thromboembolism dermatitis
0.24433995003513537 erythema tremor
0.36548583551483177 comatose hyperglycemia
0.40675958104130716 hepatitis hepatomegaly
0.57014872981064413 fibrillation thrombus
0.15918022197684845 bronchitis loperamide
0.68798478775193028 infertility anovulation
0.18780514013075952 comatose cataracts
0.1819545186134113 toothache ataxia
0.0669204462228805 snoring loperamide
0.36098494660601432 epilepsy ischemia
0.51443353682708692 clubbing dyspnea
0.52548784770417556 hyperemesis vomiting
0.29493709649066141 constipation calan
0.38231688847244388 headache flushing
0.23940250992070203 mittelschmerz aphonia
0.23577118558281801 hepatitis tylenol
0.38634612622108216 dermatitis aloe
0.68146086064509037 constipation diarrhea
0.37281411818670973 hunger starvation
0.25502867576939309 epilepsy alcohol
0.67455561395718222 brucellosis zoonosis
0.49630974176087933 meningitis headache
0.34668058923286793 leukopenia bleomycin
0.52869732902546118 deafness otitis
0.53640751346461324 pneumoniae septicemia
0.19111590709653614 snoring welts
0.50836383627512283 colchicine prednisolone
0.33290509240555649 tuberculosis hemoptysis
0.12678545691231852 rabies acne
0.48930845727538885 angina dyspnea
0.4166310159255493 thromboembolism hemoptysis
0.55270472164416307 medrol prednisolone
0.40247845071535232 polyuria chyluria
0.42730858295900048 cirrhosis hematemesis
0.56938609389325967 candidiasis mycosis
0.4236775998433045 acetylcysteine tylenol
0.14240604317186323 diabetes codeine
0.12780005780580314 hyperextension hunger
0.25880090942788714 myopathy trembling
0.2367606024911082 starvation cisplatin
0.55127468460714601 regurgitation heartburn
0.21563338533377549 cataracts insulin
0.31334724121510327 otitis meningism
0.42321208568602892 cromolyn prednisolone
0.34746640950762209 epilepsy anosmia
0.44220640882894785 albumin heparin
0.16621506118871701 acne ataxia
0.43089321748829007 mycoses meningitis
0.20598917329582828 herpes cholestasis
0.2357244557022298 epilepsy hepatomegaly
0.16511428337412343 peritonitis ataxia
0.24845094407314888 giardiasis avitaminosis
0.40898014942318822 dyslipidemia lipitor
0.12447374343956036 seizures aloe
0.33297872635736964 allergy heartburn
0.24770431025315731 drooling chills
0.38536822378083202 agitation morphine
0.22755140218555747 pyorrhea nephritis
0.53740898757001876 encephalitis meningism
0.36041829978047213 bandemia nausea
0.35555375562954994 dyslipidemia cholestyramine
0.1220728811777656 nocturia ethanol
0.68301619095662192 goiter hypothyroidism
0.38130216621112151 grimaces hemiballismus
0.31940718341430252 pyorrhea dysuria
0.03503415781142874 photosensitization aphonia
0.66030544502285127 hypersomnolence snoring
0.44765778191247391 arthralgia clubbing
0.72985312145453107 obesity diabetes
0.4255453439392971 colchicine probenecid
0.52116285749431457 opisthotonus seizures
0.49589687040967073 alcohol antabuse
0.066715444446440481 dysentery esmolol
0.26892234784427921 arthralgia chyluria
0.14176424554189274 uremia pyorrhea
0.49074418179140061 hyperinsulinism diabetes
0.53820576867582581 formication paresthesia
0.50797893040932951 hyperemesis nausea
0.62962071778458684 encephalitis meningitis
0.30114767971937823 calan echinacea
0.26613973302790472 leukopenia penicillin
0.19787128162663967 allergy heparin
