 Cosine  Similarity   Term  1   Term  2 
0.53448954827599537 pharynx pharyngectomy
0.64828334176578128 tongue glossectomy
0.76221441366639819 appendix appendectomy
0.67508306826107012 duodenum duodenectomy
0.64010575988930396 thymus thymectomy
0.6587251996805521 stomach gastrectomy
0.68078655084358386 hypophysis hypophysectomy
0.64192528761741441 liver hepatectomy
0.60192152589702075 spleen splenectomy
0.47231461355566312 gonads orchiectomy
0.74974897575412836 esophagus esophagectomy
0.75182423194869774 penis penectomy
0.64011675867103623 lung pneumonectomy
0.78162651399704186 gallbladder cholecystectomy
0.72050028853001968 breasts mastectomy
0.76561373891155859 pancreas pancreatectomy
0.75852290403343903 thyroid thyroidectomy
0.63110713586419964 colon colectomy
0.81269167682293242 mastoid mastoidectomy
0.66796934221131277 uterus hysterectomy
0.66167207590250532 kidney nephrectomy
0.74575054892274628 maxilla maxillectomy
0.67426880613188123 bladder cystectomy
0.76147046856503819 prostate prostatectomy
0.77066095716837157 adenoids adenoidectomy
0.78089296846794976 larynx laryngectomy
0.72206480853526656 pericardium pericardiectomy
0.58941178535944283 ovaries oophorectomy
0.67538345929498167 mandible mandibulectomy
0.65642755126294672 tonsil tonsillectomy
