 Cosine  Similarity   Term  1   Term  2 
0.23269383337284633 pharynx pharyngectomy
0.43408395653766457 tongue glossectomy
0.58906829187541743 appendix appendectomy
0.34940074994096088 duodenum duodenectomy
0.43773467031485025 thymus thymectomy
0.50527936152236175 stomach gastrectomy
0.47224455158834472 hypophysis hypophysectomy
0.59836822705903958 liver hepatectomy
0.49091096028233666 spleen splenectomy
0.35690757666640138 gonads orchiectomy
0.55785926385899998 esophagus esophagectomy
0.48165661186879477 penis penectomy
0.45226141806126613 lung pneumonectomy
0.62634273010884223 gallbladder cholecystectomy
0.56766543263209912 breasts mastectomy
0.57249678777090429 pancreas pancreatectomy
0.63854884476046558 thyroid thyroidectomy
0.4809035360208746 colon colectomy
0.59660516157853005 mastoid mastoidectomy
0.56280742665013928 uterus hysterectomy
0.57428512021771838 kidney nephrectomy
0.46656802023626404 maxilla maxillectomy
0.57695997272270205 bladder cystectomy
0.64996131830653991 prostate prostatectomy
0.5038538376811994 adenoids adenoidectomy
0.6275409107095824 larynx laryngectomy
0.44888832318632643 pericardium pericardiectomy
0.42807610700473631 ovaries oophorectomy
0.5021271582220026 mandible mandibulectomy
0.50474996495424795 tonsil tonsillectomy
